Constituency,Const. No.,Leading Candidate,Leading Party,Leading In,Won In,Trailing In,Trailing Candidate,Trailing Party,Leading In.1,Won In.1,Trailing In.1,  Margin,Round,Status,SheetName,STATES,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Palakonda,10.0,JAYAKRISHNA NIMMAKA,Janasena Party,0.0,21.0,0.0,VISWASARAYI KALAVATHI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,13291,21/21,Result Declared,Andhra,,,,,,,
Palamaner,174.0,AMARANATHA REDDY. N,Telugu Desam,0.0,135.0,0.0,VENKATE GOWDA. N,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,20122,21/21,Result Declared,Andhra,,,,,,,
Palasa,2.0,GOUTHU SIREESHA,Telugu Desam,0.0,135.0,0.0,APPALARAJU SEEDIRI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,40350,21/21,Result Declared,Andhra,,,,,,,
Pamarru (SC),77.0,KUMAR RAJA VARLA,Telugu Desam,0.0,135.0,0.0,ANIL KUMAR KAILE,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,29690,17/17,Result Declared,Andhra,,,,,,,
Panyam,138.0,GOWRU CHARITHA REDDY,Telugu Desam,0.0,135.0,0.0,KATASANI RAMABHUPAL REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,40591,26/26,Result Declared,Andhra,,,,,,,
Parchur,104.0,YELURI SAMBASIVA RAO,Telugu Desam,0.0,135.0,0.0,YADAM BALAJI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,24013,22/22,Result Declared,Andhra,,,,,,,
Parvathipuram,12.0,BONELA VIJAYA CHANDRA,Telugu Desam,0.0,135.0,0.0,ALAJANGI JOGARAO,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,24414,17/17,Result Declared,Andhra,,,,,,,
Pathapatnam,4.0,MAMIDI GOVINDA RAO,Telugu Desam,0.0,135.0,0.0,REDDY SHANTHI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,26527,24/24,Result Declared,Andhra,,,,,,,
Pattikonda,142.0,K.E. SHYAM KUMAR,Telugu Desam,0.0,135.0,0.0,KANGATI SREEDEVI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,14211,19/19,Result Declared,Andhra,,,,,,,
Payakaraopet,33.0,ANITHA VANGALAPUDI,Telugu Desam,0.0,135.0,0.0,JOGULU KAMBALA,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,43727,21/21,Result Declared,Andhra,,,,,,,
Pedakurapadu,85.0,BHASHYAM PRAVEEN,Telugu Desam,0.0,135.0,0.0,NAMBURU SANKARA RAO,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,21089,20/20,Result Declared,Andhra,,,,,,,
Pedana,74.0,KAGITHA KRISHNAPRASAD,Telugu Desam,0.0,135.0,0.0,UPPALA RAMESH(RAMU),Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,38123,17/17,Result Declared,Andhra,,,,,,,
Peddapuram,39.0,CHINA RAJAPPA NIMMAKAYALA,Telugu Desam,0.0,135.0,0.0,DAVULURI DORABABU,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,40451,15/15,Result Declared,Andhra,,,,,,,
Penamaluru,78.0,BODE PRASAD,Telugu Desam,0.0,135.0,0.0,JOGI RAMESH,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,59915,23/23,Result Declared,Andhra,,,,,,,
Pendurthi,31.0,PANCHAKARLA RAMESH BABU,Janasena Party,0.0,21.0,0.0,ANNAMREDDY ADEEP RAJ,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,81870,22/22,Result Declared,Andhra,,,,,,,
Penukonda,158.0,S. SAVITHA,Telugu Desam,0.0,135.0,0.0,K.V. USHA SHRICHARAN,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,33388,19/19,Result Declared,Andhra,,,,,,,
Pileru,163.0,NALLARI KISHAN KUMAR REDDY,Telugu Desam,0.0,135.0,0.0,CHINTHALA RAMACHANDRA REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,25081,21/21,Result Declared,Andhra,,,,,,,
Pithapuram,37.0,KONIDALA PAWAN KALYAN,Janasena Party,0.0,21.0,0.0,VANGA GEETHA VISWANATH,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,70279,18/18,Result Declared,Andhra,,,,,,,
Polavaram,67.0,CHIRRI BALARAJU,Janasena Party,0.0,21.0,0.0,TELLAM RAJYA LAKSHMI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,7935,21/21,Result Declared,Andhra,,,,,,,
Ponnur,88.0,DHULIPALLA NARENDRA KUMAR,Telugu Desam,0.0,135.0,0.0,AMBATI MURALI KRISHNA,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,32915,19/19,Result Declared,Andhra,,,,,,,
Prathipadu,36.0,VARUPULA SATYA PRABHA,Telugu Desam,0.0,135.0,0.0,VARUPULA SUBBARAO,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,38768,17/17,Result Declared,Andhra,,,,,,,
Prathipadu (SC),93.0,BURLA RAMANJANEYULU,Telugu Desam,0.0,135.0,0.0,BALASANI KIRAN KUMAR,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,42015,22/22,Result Declared,Andhra,,,,,,,
Proddatur,132.0,NANDYALA VARADA RAJULA REDDY,Telugu Desam,0.0,135.0,0.0,RACHAMALLU SIVA PRASAD REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,22744,20/20,Result Declared,Andhra,,,,,,,
Pulivendla,129.0,YS JAGAN MOHAN REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,B.TECH RAVI,Telugu Desam,0.0,135.0,0.0,61687,23/23,Result Declared,Andhra,,,,,,,
Punganur,165.0,PEDDIREDDI RAMACHANDRA REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,CHALLA RAMACHANDRA REDDY,Telugu Desam,0.0,135.0,0.0,6095,19/19,Result Declared,Andhra,,,,,,,
Puthalapattu (SC),173.0,K MURALI MOHAN,Telugu Desam,0.0,135.0,0.0,M SUNEEL KUMAR,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,15634,20/20,Result Declared,Andhra,,,,,,,
Puttaparthi,159.0,PALLE SINDHURA REDDY,Telugu Desam,0.0,135.0,0.0,DUDDUKUNTA SREEDHAR REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,8760,18/18,Result Declared,Andhra,,,,,,,
Rajahmundry City,50.0,ADIREDDY SRINIVAS,Telugu Desam,0.0,135.0,0.0,MARGANI BHARAT RAM,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,71404,18/18,Result Declared,Andhra,,,,,,,
Rajahmundry Rural,51.0,GORANTLA BUTCHAIAH CHOUDARY,Telugu Desam,0.0,135.0,0.0,GOPALAKRISHNA CHELLUBOYINA(VENU),Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,64090,20/20,Result Declared,Andhra,,,,,,,
Rajam,9.0,KONDRU MURALI MOHAN,Telugu Desam,0.0,135.0,0.0,DR. TALE RAJESH,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,20722,21/21,Result Declared,Andhra,,,,,,,
Rajampet,125.0,AKEPATI AMARNATH REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,BALA SUBRAMANYAM SUGAVASI,Telugu Desam,0.0,135.0,0.0,7016,21/21,Result Declared,Andhra,,,,,,,
Rajanagaram,49.0,BATHULA BALARAMAKRISHNA S/O GANGARAO,Janasena Party,0.0,21.0,0.0,JAKKAMPUDI RAJA,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,34049,16/16,Result Declared,Andhra,,,,,,,
Ramachandrapuram,42.0,VASAMSETTI. SUBASH,Telugu Desam,0.0,135.0,0.0,PILLI SURYA PRAKASH,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,26291,25/25,Result Declared,Andhra,,,,,,,
Rampachodavaram,53.0,MIRIYALA SIRISHA DEVI,Telugu Desam,0.0,135.0,0.0,NAGULAPALLI DHANALAKSHMI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,9139,20/20,Result Declared,Andhra,,,,,,,
Raptadu,155.0,PARITALA SUNITHAMMA,Telugu Desam,0.0,135.0,0.0,THOPUDURTHI PRAKASH REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,23329,21/21,Result Declared,Andhra,,,,,,,
Rayachoti,128.0,MANDIPALLI RAMPRASAD REDDY,Telugu Desam,0.0,135.0,0.0,GADIKOTA SRIKANTH REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,2495,21/21,Result Declared,Andhra,,,,,,,
Rayadurg,148.0,KALAVA SRINIVASULU,Telugu Desam,0.0,135.0,0.0,METTU GOVINDA REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,41659,22/22,Result Declared,Andhra,,,,,,,
Razole,45.0,DEVA VARAPRASAD,Janasena Party,0.0,21.0,0.0,GOLLAPALLI SURYA RAO,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,39011,16/16,Result Declared,Andhra,,,,,,,
Repalle,90.0,ANAGANI SATYA PRASAD,Telugu Desam,0.0,135.0,0.0,EVURU GANESH,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,39947,19/19,Result Declared,Andhra,,,,,,,
Salur,13.0,GUMMIDI SANDHYARANI,Telugu Desam,0.0,135.0,0.0,RAJANNA DORA PEEDIKA,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,13733,18/18,Result Declared,Andhra,,,,,,,
Santhanuthalapadu (SC),107.0,VIJAY KUMAR B.N,Telugu Desam,0.0,135.0,0.0,NAGARJUNA MERUGU,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,30385,20/20,Result Declared,Andhra,,,,,,,
Sarvepalli,119.0,CHANDRA MOHAN REDDY SOMIREDDY,Telugu Desam,0.0,135.0,0.0,KAKANI GOVARDHAN REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,16288,21/21,Result Declared,Andhra,,,,,,,
Sattenapalle,98.0,KANNA LAKSHMINARAYANA,Telugu Desam,0.0,135.0,0.0,AMBATI RAMBABU,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,27836,21/21,Result Declared,Andhra,,,,,,,
Satyavedu,169.0,KONETI ADIMULAM,Telugu Desam,0.0,135.0,0.0,NUKATHOTI RAJESH,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,3739,20/20,Result Declared,Andhra,,,,,,,
Singanamala (SC),152.0,BANDARU SRAVANI SREE,Telugu Desam,0.0,135.0,0.0,M.VEERANJANEYULU,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,8788,22/22,Result Declared,Andhra,,,,,,,
Srikakulam,5.0,GONDU SHANKAR,Telugu Desam,0.0,135.0,0.0,DHARMANA PRASADA RAO,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,52521,20/20,Result Declared,Andhra,,,,,,,
Srikalahasti,168.0,BOJJALA VENKATA SUDHIR REDDY,Telugu Desam,0.0,135.0,0.0,BIYYAPU MADHUSUDHAN REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,43304,21/21,Result Declared,Andhra,,,,,,,
Srisailam,135.0,BUDDA RAJASEKHARA REDDY,Telugu Desam,0.0,135.0,0.0,SILPA CHAKRAPANI REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,6385,23/23,Result Declared,Andhra,,,,,,,
Srungavarapukota,19.0,KOLLA LALITHA KUMARI,Telugu Desam,0.0,135.0,0.0,KADUBANDI SRINIVASA RAO,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,38790,21/21,Result Declared,Andhra,,,,,,,
Sullurpeta,121.0,NELAVALA VIJAYASREE,Telugu Desam,0.0,135.0,0.0,KILIVETI SANJEEVAIAH,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,29115,22/22,Result Declared,Andhra,,,,,,,
Tadepalligudem,62.0,BOLISETTY SRINIVAS,Janasena Party,0.0,21.0,0.0,KOTTU SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,62492,15/15,Result Declared,Andhra,,,,,,,
Tadikonda (SC),86.0,TENALI SRAVAN KUMAR,Telugu Desam,0.0,135.0,0.0,SUCHARITHA MEKATHOTI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,39606,18/18,Result Declared,Andhra,,,,,,,
Tadpatri,151.0,ASHMIT REDDY J.C,Telugu Desam,0.0,135.0,0.0,KETHIREDDY PEDDAREDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,27731,20/20,Result Declared,Andhra,,,,,,,
Tanuku,61.0,ARIMILLI RADHA KRISHNA,Telugu Desam,0.0,135.0,0.0,KARUMURI VENKATA NAGESWARA RAO,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,72121,17/17,Result Declared,Andhra,,,,,,,
Tekkali,3.0,ATCHANNAIDU KINJARAPU,Telugu Desam,0.0,135.0,0.0,DUVVADA SRINIVAS,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,34435,24/24,Result Declared,Andhra,,,,,,,
Tenali,91.0,NADENDLA MANOHAR,Janasena Party,0.0,21.0,0.0,ANNABATHUNI SIVAKUMAR,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,48112,21/21,Result Declared,Andhra,,,,,,,
Thamballapalle,162.0,P. DWARAKANATHA REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,D. JAYACHANDRA REDDY,Telugu Desam,0.0,135.0,0.0,10103,18/18,Result Declared,Andhra,,,,,,,
Tirupati,167.0,ARANII SRENEVASULU,Janasena Party,0.0,21.0,0.0,BHUMANA ABHINAY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,61956,20/20,Result Declared,Andhra,,,,,,,
Tiruvuru (SC),69.0,KOLIKAPUDI SRINIVASA RAO,Telugu Desam,0.0,135.0,0.0,NALLAGATLA SWAMY DAS,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,21874,18/18,Result Declared,Andhra,,,,,,,
Tuni,35.0,DIVYA YANAMALA,Telugu Desam,0.0,135.0,0.0,DADISETTI RAJA,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,15177,16/16,Result Declared,Andhra,,,,,,,
Udayagiri,123.0,KAKARLA SURESH,Telugu Desam,0.0,135.0,0.0,MEKAPATI RAJAGOPAL REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,9621,24/24,Result Declared,Andhra,,,,,,,
Undi,60.0,KANUMURU RAGHU RAMA KRISHNA RAJU (R R R),Telugu Desam,0.0,135.0,0.0,PENMETSA VENKATA LAKSHMI NARASIMHA RAJU (P.V.L),Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,56777,18/18,Result Declared,Andhra,,,,,,,
Ungutur,63.0,DHARMARAJU PATSAMATLA,Janasena Party,0.0,21.0,0.0,PUPPALA SRINIVASA RAO (VASU BABU),Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,44945,17/17,Result Declared,Andhra,,,,,,,
Uravakonda,149.0,PAYYAVULA KESHAV,Telugu Desam,0.0,135.0,0.0,Y. VISWESWARA REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,21704,15/15,Result Declared,Andhra,,,,,,,
Vemuru (SC),89.0,ANANDA BABU NAKKA,Telugu Desam,0.0,135.0,0.0,ASHOK BABU VARIKUTI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,22021,17/17,Result Declared,Andhra,,,,,,,
Venkatagiri,122.0,KURUGONDLA RAMAKRISHNA,Telugu Desam,0.0,135.0,0.0,NEDURUMALLI RAM KUMAR REDDY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,16294,22/22,Result Declared,Andhra,,,,,,,
Vijayawada Central,80.0,BONDA UMAMAHESWARARAO,Telugu Desam,0.0,135.0,0.0,VELAMPALLI SRINIVASA RAO,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,68886,21/21,Result Declared,Andhra,,,,,,,
Vijayawada East,81.0,GADDE RAMA MOHAN,Telugu Desam,0.0,135.0,0.0,AVINASH DEVINENI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,49640,23/23,Result Declared,Andhra,,,,,,,
Vijayawada West,79.0,YALAMANCHILI SATYANARAYANA CHOWDARY (SUJANA CHOWDARY),Bharatiya Janata Party,0.0,8.0,0.0,ASIF SHAIK,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,47032,20/20,Result Declared,Andhra,,,,,,,
Vinukonda,99.0,GONUGUNTLA VENKATA SIVA SITA RAMA ANZANNEYLLU,Telugu Desam,0.0,135.0,0.0,BOLLA BRAHMA NAIDU,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,30267,22/22,Result Declared,Andhra,,,,,,,
Visakhapatnam East,21.0,RAMAKRISHNA BABU VELAGAPUDI,Telugu Desam,0.0,135.0,0.0,M V V SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,70877,22/22,Result Declared,Andhra,,,,,,,
Visakhapatnam North,23.0,VISHNU KUMAR RAJU PENMETSA,Bharatiya Janata Party,0.0,8.0,0.0,KANNAPARAJU KAMMILA (K.K. RAJU),Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,47534,21/21,Result Declared,Andhra,,,,,,,
Visakhapatnam South,22.0,CH.VAMSI KRISHNA SRINIVAS,Janasena Party,0.0,21.0,0.0,GANESH KUMAR VASUPALLI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,64594,17/17,Result Declared,Andhra,,,,,,,
Visakhapatnam West,24.0,P.G.V.R.NAIDU(GANABABU),Telugu Desam,0.0,135.0,0.0,ADARI ANAND KUMAR,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,35184,16/16,Result Declared,Andhra,,,,,,,
Vizianagaram,18.0,ADITI VIJAYALAKSHMI GAJAPATHI RAJU PUSAPATI,Telugu Desam,0.0,135.0,0.0,KOLAGATLA VEERABHADRA SWAMY,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,60609,20/20,Result Declared,Andhra,,,,,,,
Yelamanchili,32.0,SUNDARAPU VIJAY KUMAR,Janasena Party,0.0,21.0,0.0,UPPALAPATI VENKATA RAMANAMURTHY RAJU,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,48956,19/19,Result Declared,Andhra,,,,,,,
Yemmiganur,144.0,B. JAYANAGESWARA REDDY,Telugu Desam,0.0,135.0,0.0,BUTTA RENUKA,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,15837,20/20,Result Declared,Andhra,,,,,,,
Yerragondapalem (SC),102.0,CHANDRA SEKHAR TATIPARTHI,Yuvajana Sramika Rythu Congress Party,0.0,11.0,0.0,ERIXION BABU GUDURI,Telugu Desam,0.0,135.0,0.0,5200,19/19,Result Declared,Andhra,,,,,,,
Anandapur,22.0,ABHIMANYU SETHI,Biju Janata Dal,0.0,51.0,0.0,JAYADEV JENA,Indian National Congress,0.0,14.0,0.0,10966,25/25,Result Declared,Odisha,,,,,,,
Angul,61.0,PRATAP CHANDRA PRADHAN,Bharatiya Janata Party,0.0,78.0,0.0,SANJUKTA SINGH,Biju Janata Dal,0.0,51.0,0.0,17433,21/21,Result Declared,Odisha,,,,,,,
Aska,128.0,SAROJ KUMAR PADHI,Bharatiya Janata Party,0.0,78.0,0.0,MANJULA SWAIN,Biju Janata Dal,0.0,51.0,0.0,8059,15/15,Result Declared,Odisha,,,,,,,
Athagarh,89.0,RANENDRA PRATAP SWAIN,Biju Janata Dal,0.0,51.0,0.0,ABHAYA KUMAR BARIK,Bharatiya Janata Party,0.0,78.0,0.0,3584,19/19,Result Declared,Odisha,,,,,,,
Athamallik,63.0,NALINI KANTA PRADHAN,Biju Janata Dal,0.0,51.0,0.0,SANJEEB KUMAR SAHOO,Bharatiya Janata Party,0.0,78.0,0.0,16153,21/21,Result Declared,Odisha,,,,,,,
Attabira,4.0,NIHAR RANJAN MAHANAND,Bharatiya Janata Party,0.0,78.0,0.0,SNEHANGINI CHHURIA,Biju Janata Dal,0.0,51.0,0.0,28910,19/19,Result Declared,Odisha,,,,,,,
Aul,98.0,PRATAP KESHARI DEB,Biju Janata Dal,0.0,51.0,0.0,DEBASMITA SHARMA,Indian National Congress,0.0,14.0,0.0,19628,32/32,Result Declared,Odisha,,,,,,,
Badasahi,32.0,SANATAN BIJULI,Bharatiya Janata Party,0.0,78.0,0.0,ANASUYA PATRA,Biju Janata Dal,0.0,51.0,0.0,37387,20/20,Result Declared,Odisha,,,,,,,
Balasore,38.0,MANAS KUMAR DUTTA,Bharatiya Janata Party,0.0,78.0,0.0,SWARUP KUMAR DAS,Biju Janata Dal,0.0,51.0,0.0,28626,18/18,Result Declared,Odisha,,,,,,,
Baliguda,82.0,CHAKRAMANI KANHAR,Biju Janata Dal,0.0,51.0,0.0,UPENDRA PRADHAN,Indian National Congress,0.0,14.0,0.0,1671,19/19,Result Declared,Odisha,,,,,,,
Balikuda-Erasama,103.0,SARADA PRASANNA JENA,Biju Janata Dal,0.0,51.0,0.0,SATYA SARATHI MOHANTY,Bharatiya Janata Party,0.0,78.0,0.0,25959,18/18,Result Declared,Odisha,,,,,,,
Bangriposi,29.0,SANJALI MURMU,Bharatiya Janata Party,0.0,78.0,0.0,RANJITA MARNDI,Biju Janata Dal,0.0,51.0,0.0,34476,26/26,Result Declared,Odisha,,,,,,,
Banki,88.0,DEVI RANJAN TRIPATHY,Biju Janata Dal,0.0,51.0,0.0,TUSARA KANTA CHAKRABARTY,Bharatiya Janata Party,0.0,78.0,0.0,17026,18/18,Result Declared,Odisha,,,,,,,
Barabati-Cuttack,90.0,SOFIA FIRDOUS,Indian National Congress,0.0,14.0,0.0,PURNA CHANDRA MAHAPATRA,Bharatiya Janata Party,0.0,78.0,0.0,8001,18/18,Result Declared,Odisha,,,,,,,
Barachana,50.0,AMAR KUMAR NAYAK,Bharatiya Janata Party,0.0,78.0,0.0,VARSHA PRIYADARSHINI,Biju Janata Dal,0.0,51.0,0.0,6310,19/19,Result Declared,Odisha,,,,,,,
Baramba,87.0,BIJAYA KUMAR DALABEHERA,Independent,0.0,3.0,0.0,DEBIPRASAD MISHRA,Biju Janata Dal,0.0,51.0,0.0,23479,22/22,Result Declared,Odisha,,,,,,,
Bargarh,3.0,ASHWINI KUMAR SARANGI,Bharatiya Janata Party,0.0,78.0,0.0,DEBESH ACHARYA,Biju Janata Dal,0.0,51.0,0.0,4772,17/17,Result Declared,Odisha,,,,,,,
Bari,49.0,BISWA RANJAN MALLICK,Biju Janata Dal,0.0,51.0,0.0,UMESH CHANDRA JENA,Bharatiya Janata Party,0.0,78.0,0.0,51465,19/19,Result Declared,Odisha,,,,,,,
Baripada,33.0,PRAKASH SOREN,Bharatiya Janata Party,0.0,78.0,0.0,SANANDA MARNDI,Biju Janata Dal,0.0,51.0,0.0,29385,27/27,Result Declared,Odisha,,,,,,,
Basta,37.0,SUBASINI JENA,Biju Janata Dal,0.0,51.0,0.0,BIJAN NAYAK,Indian National Congress,0.0,14.0,0.0,20377,26/26,Result Declared,Odisha,,,,,,,
Basudevpur,45.0,ASHOK KUMAR DAS,Indian National Congress,0.0,14.0,0.0,BISHNUBRATA ROUTRAY,Biju Janata Dal,0.0,51.0,0.0,631,21/21,Result Declared,Odisha,,,,,,,
Begunia,116.0,PRADIP KUMAR SAHU S/O-LAXMIDHAR SAHU,Biju Janata Dal,0.0,51.0,0.0,PRAKASHA CHANDRA BIJULI,Bharatiya Janata Party,0.0,78.0,0.0,47814,18/18,Result Declared,Odisha,,,,,,,
Berhampur,133.0,K. ANIL KUMAR,Bharatiya Janata Party,0.0,78.0,0.0,DR. RAMESH CHANDRA CHYAU PATNAIK,Biju Janata Dal,0.0,51.0,0.0,18709,22/22,Result Declared,Odisha,,,,,,,
Bhadrak,44.0,SITANSU SEKHAR MOHAPATRA,Bharatiya Janata Party,0.0,78.0,0.0,PRAFULLA SAMAL,Biju Janata Dal,0.0,51.0,0.0,16068,19/19,Result Declared,Odisha,,,,,,,
